year,weeknum,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death,update_date
2022,29,ยะลา,36,28578,36,28536,1,72,"2023-01-16 07:37:07"
2022,29,เพชรบูรณ์,54,35754,54,35745,0,52,"2023-01-16 07:37:07"
2022,29,ภูเก็ต,312,157071,312,129549,4,135,"2023-01-16 07:37:07"
2022,29,ตาก,51,34311,51,33933,0,70,"2023-01-16 07:37:07"
2022,29,บุรีรัมย์,159,139998,159,139980,0,91,"2023-01-16 07:37:07"
2022,29,ขอนแก่น,939,156060,939,155994,6,143,"2023-01-16 07:37:07"
2022,30,ภูเก็ต,252,157323,252,129801,5,140,"2023-01-16 07:37:07"
2022,30,อ่างทอง,180,44475,180,44475,2,57,"2023-01-16 07:37:07"
2022,30,เพชรบูรณ์,120,35874,120,35865,0,52,"2023-01-16 07:37:07"
2022,30,บุรีรัมย์,243,140241,243,140223,0,91,"2023-01-16 07:37:07"
2022,30,ตาก,57,34368,57,33990,0,70,"2023-01-16 07:37:07"
2022,30,ขอนแก่น,777,156837,777,156771,2,145,"2023-01-16 07:37:07"
2022,30,ชุมพร,390,39693,390,39693,1,72,"2023-01-16 07:37:07"
2022,30,ลพบุรี,45,45444,45,45432,5,188,"2023-01-16 07:37:07"
2022,30,พัทลุง,6,69042,6,69042,0,95,"2023-01-16 07:37:07"
2022,30,สุพรรณบุรี,45,94908,45,94893,2,158,"2023-01-16 07:37:07"
2022,30,ปทุมธานี,537,122517,537,122484,3,188,"2023-01-16 07:37:07"
2022,30,ราชบุรี,171,116439,171,116436,1,181,"2023-01-16 07:37:07"
2022,30,เชียงใหม่,393,102801,393,102594,8,249,"2023-01-16 07:37:07"
2022,30,สุราษฎร์ธานี,207,59019,207,57192,4,134,"2023-01-16 07:37:07"
2022,30,เชียงราย,120,15843,120,15738,1,120,"2023-01-16 07:37:07"
2022,30,สงขลา,393,101856,393,101466,4,131,"2023-01-16 07:37:07"
2022,30,บึงกาฬ,18,29094,18,29082,2,20,"2023-01-16 07:37:07"
2022,30,ระยอง,303,121800,303,121701,3,162,"2023-01-16 07:37:07"
2022,30,ปราจีนบุรี,66,71406,66,71394,1,95,"2023-01-16 07:37:07"
2022,30,ตรัง,498,29451,498,29430,0,65,"2023-01-16 07:37:07"
2022,30,มหาสารคาม,144,79521,144,79500,2,101,"2023-01-16 07:37:07"
2022,30,กาฬสินธุ์,231,68610,231,68604,0,155,"2023-01-16 07:37:07"
2022,30,จันทบุรี,123,57072,123,57030,1,53,"2023-01-16 07:37:07"
2022,30,อุทัยธานี,270,29487,270,29487,5,88,"2023-01-16 07:37:07"
2022,30,สระบุรี,150,56283,150,56274,2,135,"2023-01-16 07:37:07"
2022,30,พระนครศรีอยุธยา,51,103674,51,103674,5,101,"2023-01-16 07:37:07"
2022,30,นครพนม,54,39078,54,39075,0,58,"2023-01-16 07:37:07"
2022,30,ระนอง,66,30336,66,30171,0,24,"2023-01-16 07:37:07"
2022,30,เลย,39,47436,39,47433,0,121,"2023-01-16 07:37:07"
2022,30,ฉะเชิงเทรา,183,117813,183,117798,2,95,"2023-01-16 07:37:07"
2022,30,ทั้งประเทศ,45147,6757632,45141,6707781,232,9661,"2023-01-16 07:37:07"
2022,30,กรุงเทพมหานคร,28101,1301163,28101,1295415,60,1182,"2023-01-16 07:37:07"
2022,30,สิงห์บุรี,123,23295,123,23292,5,63,"2023-01-16 07:37:07"
2022,30,ตราด,246,26373,246,26013,2,111,"2023-01-16 07:37:07"
2022,30,กำแพงเพชร,0,49029,0,49020,1,129,"2023-01-16 07:37:07"
2022,30,สตูล,60,30870,60,30828,0,71,"2023-01-16 07:37:07"
2022,30,อุตรดิตถ์,198,24240,198,24237,0,62,"2023-01-16 07:37:07"
2022,30,นครนายก,159,35400,159,35400,5,76,"2023-01-16 07:37:07"
2022,30,หนองบัวลำภู,42,32202,42,32202,0,69,"2023-01-16 07:37:07"
2022,30,แพร่,60,26436,60,26424,2,62,"2023-01-16 07:37:07"
2022,30,สมุทรสงคราม,21,39744,21,39744,2,64,"2023-01-16 07:37:07"
2022,30,ชลบุรี,1818,331284,1812,325932,11,388,"2023-01-16 07:37:07"
2022,30,อำนาจเจริญ,9,21726,9,21714,0,35,"2023-01-16 07:37:07"
2022,30,พิจิตร,27,17010,27,17010,1,72,"2023-01-16 07:37:07"
2022,30,ชัยนาท,0,12339,0,12339,0,8,"2023-01-16 07:37:07"
2022,30,ยะลา,15,28593,15,28551,0,72,"2023-01-16 07:37:07"
2022,30,ลำพูน,66,3258,66,3255,1,27,"2023-01-16 07:37:07"
2022,30,กระบี่,45,36648,45,35772,3,92,"2023-01-16 07:37:07"
2022,30,นครราชสีมา,612,135441,612,135429,2,319,"2023-01-16 07:37:07"
2022,30,ศรีสะเกษ,18,86586,18,86556,3,210,"2023-01-16 07:37:07"
2022,30,สระแก้ว,171,55710,171,54084,0,79,"2023-01-16 07:37:07"
2022,30,ลำปาง,24,26847,24,26841,2,101,"2023-01-16 07:37:07"
2022,30,นนทบุรี,411,206541,411,206475,8,79,"2023-01-16 07:37:07"
2022,30,สกลนคร,159,59034,159,59028,4,140,"2023-01-16 07:37:07"
2022,30,ยโสธร,108,39294,108,39285,0,96,"2023-01-16 07:37:07"
2022,30,กาญจนบุรี,33,75894,33,75744,0,158,"2023-01-16 07:37:07"
2022,30,นครศรีธรรมราช,441,227811,441,227808,5,205,"2023-01-16 07:37:07"
2022,30,มุกดาหาร,18,19548,18,19542,0,42,"2023-01-16 07:37:07"
2022,30,ไม่ระบุ,0,0,0,0,0,0,"2023-01-16 07:37:07"
2022,30,สมุทรสาคร,315,164718,315,164715,1,132,"2023-01-16 07:37:07"
2022,30,ร้อยเอ็ด,165,115260,165,115248,6,224,"2023-01-16 07:37:07"
2022,30,พิษณุโลก,255,58500,255,58500,1,89,"2023-01-16 07:37:07"
2022,30,ชัยภูมิ,54,58323,54,58320,0,60,"2023-01-16 07:37:07"
2022,30,น่าน,21,34575,21,34566,2,28,"2023-01-16 07:37:07"
2022,30,เพชรบุรี,102,57588,102,57522,2,87,"2023-01-16 07:37:07"
2022,30,ประจวบคีรีขันธ์,255,67401,255,66348,4,106,"2023-01-16 07:37:07"
2022,30,นครปฐม,159,128958,159,128958,6,162,"2023-01-16 07:37:07"
2022,30,หนองคาย,165,64848,165,64485,0,66,"2023-01-16 07:37:07"
2022,30,สุโขทัย,3,45066,3,45060,8,136,"2023-01-16 07:37:07"
2022,30,พะเยา,6,17562,6,17562,0,57,"2023-01-16 07:37:07"
2022,30,พังงา,0,29853,0,28704,0,31,"2023-01-16 07:37:07"
2022,30,แม่ฮ่องสอน,39,7404,39,7404,0,38,"2023-01-16 07:37:07"
2022,30,อุบลราชธานี,609,114132,609,114078,3,280,"2023-01-16 07:37:07"
2022,30,อุดรธานี,48,81711,48,81642,2,172,"2023-01-16 07:37:07"
2022,30,สุรินทร์,219,92022,219,91968,1,96,"2023-01-16 07:37:07"
2022,30,นราธิวาส,6,23127,6,23100,0,24,"2023-01-16 07:37:07"
2022,30,นครสวรรค์,234,67602,234,67581,4,141,"2023-01-16 07:37:07"
2022,30,สมุทรปราการ,3366,306519,3366,305049,13,298,"2023-01-16 07:37:07"
2022,30,ปัตตานี,9,32406,9,32283,1,78,"2023-01-16 07:37:07"
2022,31,ปัตตานี,327,32733,315,32598,0,78,"2023-01-16 07:37:07"
2022,31,นครสวรรค์,1530,69132,1530,69111,2,143,"2023-01-16 07:37:07"
2022,31,นราธิวาส,183,23310,183,23283,0,24,"2023-01-16 07:37:07"
2022,31,หนองบัวลำภู,876,33078,876,33078,1,70,"2023-01-16 07:37:07"
2022,31,สุรินทร์,1638,93660,1638,93606,0,96,"2023-01-16 07:37:07"
2022,31,สมุทรปราการ,6378,312897,6378,311427,13,311,"2023-01-16 07:37:07"
2022,31,สตูล,381,31251,381,31209,0,71,"2023-01-16 07:37:07"
2022,31,สิงห์บุรี,591,23886,591,23883,3,66,"2023-01-16 07:37:07"
2022,31,ตราด,786,27159,786,26799,1,112,"2023-01-16 07:37:07"
2022,31,กำแพงเพชร,1050,50079,1050,50070,0,129,"2023-01-16 07:37:07"
2022,31,อุตรดิตถ์,429,24669,429,24666,0,62,"2023-01-16 07:37:07"
2022,31,นครนายก,429,35829,429,35829,5,81,"2023-01-16 07:37:07"
2022,31,เชียงราย,138,15981,138,15876,0,120,"2023-01-16 07:37:07"
2022,31,บึงกาฬ,957,30051,957,30039,0,20,"2023-01-16 07:37:07"
2022,31,เชียงใหม่,1761,104562,1761,104355,4,253,"2023-01-16 07:37:07"
2022,31,สงขลา,1905,103761,1887,103353,4,135,"2023-01-16 07:37:07"
2022,31,ระยอง,1950,123750,1950,123651,7,169,"2023-01-16 07:37:07"
2022,31,เพชรบูรณ์,699,36573,699,36564,0,52,"2023-01-16 07:37:07"
2022,31,ขอนแก่น,5130,161967,5130,161901,2,147,"2023-01-16 07:37:07"
2022,31,อ่างทอง,1281,45756,1281,45756,2,59,"2023-01-16 07:37:07"
2022,31,บุรีรัมย์,2751,142992,2751,142974,0,91,"2023-01-16 07:37:07"
2022,31,ตาก,384,34752,375,34365,0,70,"2023-01-16 07:37:07"
2022,31,ภูเก็ต,1107,158430,972,130773,1,141,"2023-01-16 07:37:07"
2022,31,ปทุมธานี,1893,124410,1893,124377,6,194,"2023-01-16 07:37:07"
2022,31,ชุมพร,807,40500,807,40500,1,73,"2023-01-16 07:37:07"
2022,31,พัทลุง,1263,70305,1263,70305,0,95,"2023-01-16 07:37:07"
2022,31,สุพรรณบุรี,1434,96342,1434,96327,0,158,"2023-01-16 07:37:07"
2022,31,ราชบุรี,2268,118707,2268,118704,3,184,"2023-01-16 07:37:07"
2022,31,ลพบุรี,882,46326,882,46314,3,191,"2023-01-16 07:37:07"
2022,31,ทั้งประเทศ,144204,6901836,143883,6851664,202,9863,"2023-01-16 07:37:07"
2022,31,สุราษฎร์ธานี,627,59646,612,57804,4,138,"2023-01-16 07:37:07"
2022,31,ระนอง,543,30879,543,30714,0,24,"2023-01-16 07:37:07"
2022,31,ฉะเชิงเทรา,2082,119895,2082,119880,5,100,"2023-01-16 07:37:07"
2022,31,กรุงเทพมหานคร,43185,1344348,43143,1338558,35,1217,"2023-01-16 07:37:07"
2022,31,นครพนม,771,39849,771,39846,2,60,"2023-01-16 07:37:07"
2022,31,อุทัยธานี,777,30264,777,30264,3,91,"2023-01-16 07:37:07"
2022,31,กาฬสินธุ์,1380,69990,1380,69984,1,156,"2023-01-16 07:37:07"
2022,31,ตรัง,342,29793,342,29772,0,65,"2023-01-16 07:37:07"
2022,31,ปราจีนบุรี,1218,72624,1218,72612,2,97,"2023-01-16 07:37:07"
2022,31,มหาสารคาม,1332,80853,1332,80832,3,104,"2023-01-16 07:37:07"
2022,31,จันทบุรี,1257,58329,1254,58284,0,53,"2023-01-16 07:37:07"
2022,31,พระนครศรีอยุธยา,1602,105276,1602,105276,2,103,"2023-01-16 07:37:07"
2022,31,สระบุรี,699,56982,699,56973,4,139,"2023-01-16 07:37:07"
2022,31,อุดรธานี,1863,83574,1863,83505,3,175,"2023-01-16 07:37:07"
2022,31,อุบลราชธานี,2250,116382,2250,116328,2,282,"2023-01-16 07:37:07"
2022,31,พังงา,342,30195,327,29031,0,31,"2023-01-16 07:37:07"
2022,31,พะเยา,351,17913,351,17913,0,57,"2023-01-16 07:37:07"
2022,31,แม่ฮ่องสอน,162,7566,162,7566,0,38,"2023-01-16 07:37:07"
2022,31,สุโขทัย,693,45759,693,45753,3,139,"2023-01-16 07:37:07"
2022,31,กาญจนบุรี,1761,77655,1761,77505,0,158,"2023-01-16 07:37:07"
2022,31,นนทบุรี,3690,210231,3690,210165,5,84,"2023-01-16 07:37:07"
2022,31,เลย,1308,48744,1308,48741,0,121,"2023-01-16 07:37:07"
2022,31,ลำปาง,606,27453,606,27447,3,104,"2023-01-16 07:37:07"
2022,31,ยโสธร,957,40251,957,40242,1,97,"2023-01-16 07:37:07"
2022,31,สกลนคร,1389,60423,1389,60417,2,142,"2023-01-16 07:37:07"
2022,31,แพร่,507,26943,507,26931,2,64,"2023-01-16 07:37:07"
2022,31,ชัยนาท,42,12381,42,12381,0,8,"2023-01-16 07:37:07"
2022,31,ชลบุรี,6429,337713,6363,332295,16,404,"2023-01-16 07:37:07"
2022,31,พิจิตร,375,17385,375,17385,1,73,"2023-01-16 07:37:07"
2022,31,สมุทรสงคราม,348,40092,348,40092,2,66,"2023-01-16 07:37:07"
2022,31,อำนาจเจริญ,492,22218,492,22206,0,35,"2023-01-16 07:37:07"
2022,31,นครราชสีมา,2127,137568,2127,137556,10,329,"2023-01-16 07:37:07"
2022,31,ลำพูน,57,3315,57,3312,1,28,"2023-01-16 07:37:07"
2022,31,กระบี่,402,37050,399,36171,1,93,"2023-01-16 07:37:07"
2022,31,สระแก้ว,987,56697,984,55068,0,79,"2023-01-16 07:37:07"
2022,31,ยะลา,231,28824,231,28782,0,72,"2023-01-16 07:37:07"
2022,31,ศรีสะเกษ,1614,88200,1614,88170,3,213,"2023-01-16 07:37:07"
2022,31,เพชรบุรี,804,58392,804,58326,5,92,"2023-01-16 07:37:07"
2022,31,หนองคาย,1590,66438,1590,66075,2,68,"2023-01-16 07:37:07"
2022,31,ประจวบคีรีขันธ์,1317,68718,1317,67665,2,108,"2023-01-16 07:37:07"
2022,31,นครปฐม,2589,131547,2589,131547,2,164,"2023-01-16 07:37:07"
2022,31,ชัยภูมิ,849,59172,849,59169,2,62,"2023-01-16 07:37:07"
2022,31,ร้อยเอ็ด,2310,117570,2310,117558,5,229,"2023-01-16 07:37:07"
2022,31,น่าน,522,35097,522,35088,0,28,"2023-01-16 07:37:07"
2022,31,ไม่ระบุ,0,0,0,0,0,0,"2023-01-16 07:37:07"
2022,31,มุกดาหาร,387,19935,387,19929,0,42,"2023-01-16 07:37:07"
2022,31,พิษณุโลก,1506,60006,1506,60006,3,92,"2023-01-16 07:37:07"
2022,31,สมุทรสาคร,3093,167811,3093,167808,2,134,"2023-01-16 07:37:07"
2022,31,นครศรีธรรมราช,3231,231042,3231,231039,5,210,"2023-01-16 07:37:07"
2022,32,ไม่ระบุ,0,0,0,0,0,0,"2023-01-16 07:37:07"
2022,32,ร้อยเอ็ด,141,117711,141,117699,0,229,"2023-01-16 07:37:07"
2022,32,มุกดาหาร,15,19950,15,19944,0,42,"2023-01-16 07:37:07"
2022,32,พิษณุโลก,213,60219,213,60219,0,92,"2023-01-16 07:37:07"
2022,32,สมุทรสาคร,591,168402,591,168399,2,136,"2023-01-16 07:37:07"
2022,32,นครศรีธรรมราช,366,231408,366,231405,7,217,"2023-01-16 07:37:07"
2022,32,มหาสารคาม,150,81003,150,80982,2,106,"2023-01-16 07:37:07"
2022,32,จันทบุรี,246,58575,246,58530,0,53,"2023-01-16 07:37:07"
2022,32,อุทัยธานี,243,30507,243,30507,3,94,"2023-01-16 07:37:07"
2022,32,กาฬสินธุ์,174,70164,174,70158,0,156,"2023-01-16 07:37:07"
2022,32,ตรัง,180,29973,180,29952,2,67,"2023-01-16 07:37:07"
2022,32,ปราจีนบุรี,171,72795,171,72783,3,100,"2023-01-16 07:37:07"
2022,32,บึงกาฬ,3,30054,3,30042,0,20,"2023-01-16 07:37:07"
2022,32,สงขลา,381,104142,381,103734,3,138,"2023-01-16 07:37:07"
2022,32,เชียงใหม่,324,104886,324,104679,10,263,"2023-01-16 07:37:07"
2022,32,เชียงราย,120,16101,120,15996,0,120,"2023-01-16 07:37:07"
2022,32,ระยอง,204,123954,204,123855,7,176,"2023-01-16 07:37:07"
2022,32,สุรินทร์,201,93861,201,93807,2,98,"2023-01-16 07:37:07"
2022,32,ปัตตานี,6,32739,6,32604,2,80,"2023-01-16 07:37:07"
2022,32,นครสวรรค์,186,69318,186,69297,6,149,"2023-01-16 07:37:07"
2022,32,หนองบัวลำภู,63,33141,63,33141,1,71,"2023-01-16 07:37:07"
2022,32,นราธิวาส,15,23325,15,23298,0,24,"2023-01-16 07:37:07"
2022,32,สมุทรปราการ,2550,315447,2550,313977,16,327,"2023-01-16 07:37:07"
2022,32,สตูล,48,31299,48,31257,1,72,"2023-01-16 07:37:07"
2022,32,อุตรดิตถ์,255,24924,255,24921,0,62,"2023-01-16 07:37:07"
2022,32,กำแพงเพชร,0,50079,0,50070,0,129,"2023-01-16 07:37:07"
2022,32,สิงห์บุรี,99,23985,99,23982,4,70,"2023-01-16 07:37:07"
2022,32,ตราด,144,27303,144,26943,1,113,"2023-01-16 07:37:07"
2022,32,นครนายก,105,35934,105,35934,4,85,"2023-01-16 07:37:07"
2022,32,นครพนม,54,39903,54,39900,3,63,"2023-01-16 07:37:07"
2022,32,ฉะเชิงเทรา,258,120153,258,120138,2,102,"2023-01-16 07:37:07"
2022,32,ระนอง,48,30927,48,30762,0,24,"2023-01-16 07:37:07"
2022,32,กรุงเทพมหานคร,27909,1372257,27909,1366467,38,1255,"2023-01-16 07:37:07"
2022,32,เลย,132,48876,132,48873,2,123,"2023-01-16 07:37:07"
2022,32,สุราษฎร์ธานี,108,59754,108,57912,3,141,"2023-01-16 07:37:07"
2022,32,ทั้งประเทศ,45879,6947715,45870,6897534,237,10100,"2023-01-16 07:37:07"
2022,32,ภูเก็ต,258,158688,258,131031,3,144,"2023-01-16 07:37:07"
2022,32,อ่างทอง,111,45867,111,45867,1,60,"2023-01-16 07:37:07"
2022,32,ตาก,15,34767,15,34380,2,72,"2023-01-16 07:37:07"
2022,32,บุรีรัมย์,564,143556,564,143538,0,91,"2023-01-16 07:37:07"
2022,32,ขอนแก่น,792,162759,792,162693,6,153,"2023-01-16 07:37:07"
2022,32,เพชรบูรณ์,135,36708,135,36699,0,52,"2023-01-16 07:37:07"
2022,32,ราชบุรี,222,118929,222,118926,3,187,"2023-01-16 07:37:07"
2022,32,ชุมพร,816,41316,816,41316,0,73,"2023-01-16 07:37:07"
2022,32,สุพรรณบุรี,27,96369,27,96354,0,158,"2023-01-16 07:37:07"
2022,32,พัทลุง,24,70329,24,70329,0,95,"2023-01-16 07:37:07"
2022,32,ปทุมธานี,750,125160,750,125127,10,204,"2023-01-16 07:37:07"
2022,32,ชัยภูมิ,153,59325,153,59322,1,63,"2023-01-16 07:37:07"
2022,32,นครปฐม,336,131883,336,131883,1,165,"2023-01-16 07:37:07"
2022,32,เพชรบุรี,117,58509,117,58443,4,96,"2023-01-16 07:37:07"
2022,32,หนองคาย,54,66492,54,66129,1,69,"2023-01-16 07:37:07"
2022,32,ประจวบคีรีขันธ์,216,68934,216,67881,0,108,"2023-01-16 07:37:07"
2022,32,ยโสธร,12,40263,12,40254,0,97,"2023-01-16 07:37:07"
2022,32,นนทบุรี,1374,211605,1374,211539,3,87,"2023-01-16 07:37:07"
2022,32,สกลนคร,240,60663,240,60657,1,143,"2023-01-16 07:37:07"
2022,32,น่าน,21,35118,21,35109,0,28,"2023-01-16 07:37:07"
2022,32,ลำปาง,48,27501,48,27495,7,111,"2023-01-16 07:37:07"
2022,32,กาญจนบุรี,51,77706,51,77556,1,159,"2023-01-16 07:37:07"
2022,32,สระบุรี,204,57186,204,57177,9,148,"2023-01-16 07:37:07"
2022,32,พระนครศรีอยุธยา,93,105369,93,105369,10,113,"2023-01-16 07:37:07"
2022,32,แม่ฮ่องสอน,9,7575,9,7575,0,38,"2023-01-16 07:37:07"
2022,32,พะเยา,9,17922,9,17922,0,57,"2023-01-16 07:37:07"
2022,32,พังงา,30,30225,30,29061,0,31,"2023-01-16 07:37:07"
2022,32,สุโขทัย,57,45816,57,45810,2,141,"2023-01-16 07:37:07"
2022,32,อุดรธานี,57,83631,57,83562,4,179,"2023-01-16 07:37:07"
2022,32,อุบลราชธานี,474,116856,474,116802,3,285,"2023-01-16 07:37:07"
2022,32,ยะลา,87,28911,87,28869,0,72,"2023-01-16 07:37:07"
2022,32,ลำพูน,54,3369,54,3366,3,31,"2023-01-16 07:37:07"
2022,32,สระแก้ว,201,56898,201,55269,1,80,"2023-01-16 07:37:07"
2022,32,ศรีสะเกษ,60,88260,60,88230,1,214,"2023-01-16 07:37:07"
2022,32,ลพบุรี,171,46497,171,46485,3,194,"2023-01-16 07:37:07"
2022,32,นครราชสีมา,507,138075,507,138063,10,339,"2023-01-16 07:37:07"
2022,32,กระบี่,51,37101,51,36222,3,96,"2023-01-16 07:37:07"
2022,32,อำนาจเจริญ,15,22233,15,22221,0,35,"2023-01-16 07:37:07"
2022,32,ชลบุรี,1635,339348,1626,333921,15,419,"2023-01-16 07:37:07"
2022,32,ชัยนาท,0,12381,0,12381,0,8,"2023-01-16 07:37:07"
2022,32,สมุทรสงคราม,39,40131,39,40131,2,68,"2023-01-16 07:37:07"
2022,32,แพร่,63,27006,63,26994,2,66,"2023-01-16 07:37:07"
2022,32,พิจิตร,24,17409,24,17409,1,74,"2023-01-16 07:37:07"
2022,33,สมุทรสงคราม,72,40203,72,40203,2,70,"2023-01-16 07:37:07"
2022,33,แพร่,27,27033,27,27021,0,66,"2023-01-16 07:37:07"
2022,33,ชลบุรี,1545,340893,1539,335460,13,432,"2023-01-16 07:37:07"
2022,33,พิจิตร,12,17421,12,17421,3,77,"2023-01-16 07:37:07"
2022,33,อำนาจเจริญ,3,22236,3,22224,0,35,"2023-01-16 07:37:07"
2022,33,ชัยนาท,0,12381,0,12381,0,8,"2023-01-16 07:37:07"
2022,33,ขอนแก่น,702,163461,702,163395,5,158,"2023-01-16 07:37:07"
2022,33,บุรีรัมย์,465,144021,465,144003,0,91,"2023-01-16 07:37:07"
2022,33,เพชรบูรณ์,162,36870,162,36861,0,52,"2023-01-16 07:37:07"
2022,33,อ่างทอง,132,45999,132,45999,3,63,"2023-01-16 07:37:07"
2022,33,ภูเก็ต,192,158880,192,131223,1,145,"2023-01-16 07:37:07"
2022,33,ตาก,15,34782,15,34395,2,74,"2023-01-16 07:37:07"
2022,33,สุราษฎร์ธานี,117,59871,117,58029,1,142,"2023-01-16 07:37:07"
2022,33,บึงกาฬ,6,30060,6,30048,0,20,"2023-01-16 07:37:07"
2022,33,เชียงใหม่,210,105096,210,104889,10,273,"2023-01-16 07:37:07"
2022,33,สงขลา,426,104568,426,104160,2,140,"2023-01-16 07:37:07"
2022,33,ระยอง,222,124176,222,124077,3,179,"2023-01-16 07:37:07"
2022,33,พะเยา,21,17943,21,17943,0,57,"2023-01-16 07:37:07"
2022,33,เชียงราย,159,16260,159,16155,2,122,"2023-01-16 07:37:07"
2022,33,ไม่ระบุ,0,0,0,0,0,0,"2023-01-16 07:37:07"
2022,33,นครศรีธรรมราช,348,231756,348,231753,11,228,"2023-01-16 07:37:07"
2022,33,สมุทรสาคร,591,168993,591,168990,3,139,"2023-01-16 07:37:07"
2022,33,พิษณุโลก,156,60375,156,60375,2,94,"2023-01-16 07:37:07"
2022,33,มุกดาหาร,39,19989,39,19983,0,42,"2023-01-16 07:37:07"
2022,33,ปราจีนบุรี,114,72909,114,72897,2,102,"2023-01-16 07:37:07"
2022,33,ตรัง,150,30123,150,30102,5,72,"2023-01-16 07:37:07"
2022,33,กาฬสินธุ์,255,70419,255,70413,0,156,"2023-01-16 07:37:07"
2022,33,อุทัยธานี,132,30639,132,30639,0,94,"2023-01-16 07:37:07"
2022,33,มหาสารคาม,180,81183,180,81162,0,106,"2023-01-16 07:37:07"
2022,33,จันทบุรี,210,58785,210,58740,1,54,"2023-01-16 07:37:07"
2022,33,กรุงเทพมหานคร,25254,1397511,25254,1391721,36,1291,"2023-01-16 07:37:07"
2022,33,ทั้งประเทศ,40680,6988395,40674,6938208,202,10302,"2023-01-16 07:37:07"
2022,33,นครพนม,81,39984,81,39981,0,63,"2023-01-16 07:37:07"
2022,33,ฉะเชิงเทรา,183,120336,183,120321,5,107,"2023-01-16 07:37:07"
2022,33,ระนอง,60,30987,60,30822,0,24,"2023-01-16 07:37:07"
2022,33,นครสวรรค์,141,69459,141,69438,3,152,"2023-01-16 07:37:07"
2022,33,สุรินทร์,249,94110,249,94056,3,101,"2023-01-16 07:37:07"
2022,33,นราธิวาส,15,23340,15,23313,0,24,"2023-01-16 07:37:07"
2022,33,ปัตตานี,21,32760,21,32625,0,80,"2023-01-16 07:37:07"
2022,33,สมุทรปราการ,1599,317046,1599,315576,18,345,"2023-01-16 07:37:07"
2022,33,สตูล,60,31359,60,31317,0,72,"2023-01-16 07:37:07"
2022,33,ตราด,84,27387,84,27027,0,113,"2023-01-16 07:37:07"
2022,33,นครนายก,150,36084,150,36084,3,88,"2023-01-16 07:37:07"
2022,33,หนองบัวลำภู,27,33168,27,33168,0,71,"2023-01-16 07:37:07"
2022,33,กำแพงเพชร,0,50079,0,50070,0,129,"2023-01-16 07:37:07"
2022,33,อุตรดิตถ์,141,25065,141,25062,0,62,"2023-01-16 07:37:07"
2022,33,นครราชสีมา,519,138594,519,138582,10,349,"2023-01-16 07:37:07"
2022,33,กระบี่,150,37251,150,36372,2,98,"2023-01-16 07:37:07"
2022,33,ศรีสะเกษ,15,88275,15,88245,0,214,"2023-01-16 07:37:07"
2022,33,ลำพูน,33,3402,33,3399,2,33,"2023-01-16 07:37:07"
2022,33,สระแก้ว,141,57039,141,55410,0,80,"2023-01-16 07:37:07"
2022,33,สกลนคร,99,60762,99,60756,0,143,"2023-01-16 07:37:07"
2022,33,ลำปาง,99,27600,99,27594,1,112,"2023-01-16 07:37:07"
2022,33,เลย,90,48966,90,48963,0,123,"2023-01-16 07:37:07"
2022,33,กาญจนบุรี,78,77784,78,77634,0,159,"2023-01-16 07:37:07"
2022,33,นนทบุรี,969,212574,969,212508,7,94,"2023-01-16 07:37:07"
2022,33,ยโสธร,45,40308,45,40299,3,100,"2023-01-16 07:37:07"
2022,33,น่าน,15,35133,15,35124,0,28,"2023-01-16 07:37:07"
2022,33,ราชบุรี,159,119088,159,119085,3,190,"2023-01-16 07:37:07"
2022,33,สุพรรณบุรี,36,96405,36,96390,0,158,"2023-01-16 07:37:07"
2022,33,พัทลุง,3,70332,3,70332,0,95,"2023-01-16 07:37:07"
2022,33,ลพบุรี,36,46533,36,46521,5,199,"2023-01-16 07:37:07"
2022,33,ชุมพร,480,41796,480,41796,0,73,"2023-01-16 07:37:07"
2022,33,สิงห์บุรี,51,24036,51,24033,5,75,"2023-01-16 07:37:07"
2022,33,ปทุมธานี,681,125841,681,125808,9,213,"2023-01-16 07:37:07"
2022,33,ชัยภูมิ,219,59544,219,59541,1,64,"2023-01-16 07:37:07"
2022,33,หนองคาย,45,66537,45,66174,1,70,"2023-01-16 07:37:07"
2022,33,ประจวบคีรีขันธ์,228,69162,228,68109,0,108,"2023-01-16 07:37:07"
2022,33,ร้อยเอ็ด,210,117921,210,117909,2,231,"2023-01-16 07:37:07"
2022,33,เพชรบุรี,171,58680,171,58614,3,99,"2023-01-16 07:37:07"
2022,33,นครปฐม,312,132195,312,132195,0,165,"2023-01-16 07:37:07"
2022,33,แม่ฮ่องสอน,30,7605,30,7605,0,38,"2023-01-16 07:37:07"
2022,33,อุบลราชธานี,498,117354,498,117300,0,285,"2023-01-16 07:37:07"
2022,33,สุโขทัย,6,45822,6,45816,2,143,"2023-01-16 07:37:07"
2022,33,อุดรธานี,168,83799,168,83730,2,181,"2023-01-16 07:37:07"
2022,33,พังงา,3,30228,3,29064,0,31,"2023-01-16 07:37:07"
2022,33,พระนครศรีอยุธยา,69,105438,69,105438,3,116,"2023-01-16 07:37:07"
2022,33,ยะลา,48,28959,48,28917,1,73,"2023-01-16 07:37:07"
2022,33,สระบุรี,246,57432,246,57423,1,149,"2023-01-16 07:37:07"
2022,34,พระนครศรีอยุธยา,81,105519,81,105519,3,119,"2023-01-16 07:37:07"
2022,34,ยะลา,57,29016,57,28974,4,77,"2023-01-16 07:37:07"
