year,weeknum,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death,update_date
2022,10,ปทุมธานี,11346,64764,11346,64731,13,39,"2023-01-16 07:37:07"
2022,10,ราชบุรี,8106,53574,8106,53571,5,30,"2023-01-16 07:37:07"
2022,11,พัทลุง,6810,34041,6810,34041,13,50,"2023-01-16 07:37:07"
2022,11,สุพรรณบุรี,8355,46485,8355,46470,9,40,"2023-01-16 07:37:07"
2022,11,ปทุมธานี,10977,75741,10977,75708,13,52,"2023-01-16 07:37:07"
2022,11,ราชบุรี,10848,64422,10848,64419,10,40,"2023-01-16 07:37:07"
2022,11,ลพบุรี,2850,28767,2850,28755,14,41,"2023-01-16 07:37:07"
2022,11,ชุมพร,3741,25023,3741,25023,5,36,"2023-01-16 07:37:07"
2022,11,สิงห์บุรี,1971,8322,1971,8319,1,10,"2023-01-16 07:37:07"
2022,11,พิษณุโลก,3651,26481,3651,26481,1,24,"2023-01-16 07:37:07"
2022,11,สมุทรสาคร,16989,85704,16989,85701,14,49,"2023-01-16 07:37:07"
2022,11,ไม่ระบุ,0,0,0,0,0,0,"2023-01-16 07:37:07"
2022,11,นครศรีธรรมราช,31266,124341,31266,124338,13,52,"2023-01-16 07:37:07"
2022,11,ร้อยเอ็ด,9348,46941,9348,46929,8,27,"2023-01-16 07:37:07"
2022,11,มุกดาหาร,957,9711,957,9705,3,7,"2023-01-16 07:37:07"
2022,11,เชียงใหม่,6894,54876,6894,54672,6,66,"2023-01-16 07:37:07"
2022,11,ระยอง,9480,64872,9477,64791,9,32,"2023-01-16 07:37:07"
2022,11,บึงกาฬ,1992,10893,1992,10881,1,4,"2023-01-16 07:37:07"
2022,11,เชียงราย,807,9927,804,9822,8,38,"2023-01-16 07:37:07"
2022,11,สงขลา,10677,43119,10668,42819,5,39,"2023-01-16 07:37:07"
2022,11,พระนครศรีอยุธยา,11940,59805,11940,59805,6,29,"2023-01-16 07:37:07"
2022,11,สระบุรี,5043,38730,5043,38721,6,26,"2023-01-16 07:37:07"
2022,11,ปัตตานี,5973,23856,5973,23826,13,34,"2023-01-16 07:37:07"
2022,11,หนองบัวลำภู,1695,15642,1695,15642,1,3,"2023-01-16 07:37:07"
2022,11,นครสวรรค์,4611,29685,4611,29664,5,21,"2023-01-16 07:37:07"
2022,11,สุรินทร์,6399,42450,6399,42396,4,21,"2023-01-16 07:37:07"
2022,11,สมุทรปราการ,19053,189270,19026,188211,21,77,"2023-01-16 07:37:07"
2022,11,นราธิวาส,3849,15834,3849,15807,5,13,"2023-01-16 07:37:07"
2022,11,สุราษฎร์ธานี,5229,40494,5214,38682,16,61,"2023-01-16 07:37:07"
2022,11,ทั้งประเทศ,503196,3345777,502272,3304344,519,2464,"2023-01-16 07:37:07"
2022,11,ฉะเชิงเทรา,10743,55167,10743,55152,1,19,"2023-01-16 07:37:07"
2022,11,นครพนม,1599,15324,1599,15321,2,8,"2023-01-16 07:37:07"
2022,11,ระนอง,4479,15162,4455,15039,0,5,"2023-01-16 07:37:07"
2022,11,กรุงเทพมหานคร,68304,485892,68247,481827,82,381,"2023-01-16 07:37:07"
2022,11,แพร่,1524,11676,1524,11664,6,17,"2023-01-16 07:37:07"
2022,11,พิจิตร,858,9174,858,9174,2,9,"2023-01-16 07:37:07"
2022,11,อำนาจเจริญ,1392,7989,1392,7977,2,7,"2023-01-16 07:37:07"
2022,11,ชลบุรี,25392,190212,25269,186258,25,111,"2023-01-16 07:37:07"
2022,11,ชัยนาท,693,7977,693,7977,0,1,"2023-01-16 07:37:07"
2022,11,สมุทรสงคราม,6027,21867,6027,21867,5,9,"2023-01-16 07:37:07"
2022,11,ตาก,3189,19998,3159,19776,8,38,"2023-01-16 07:37:07"
2022,11,ขอนแก่น,8709,67128,8709,67065,2,30,"2023-01-16 07:37:07"
2022,11,เพชรบูรณ์,2292,19893,2292,19884,4,16,"2023-01-16 07:37:07"
2022,11,ภูเก็ต,8655,128685,8247,104076,9,75,"2023-01-16 07:37:07"
2022,11,บุรีรัมย์,8664,62172,8664,62154,3,30,"2023-01-16 07:37:07"
2022,11,หนองคาย,4191,27897,4191,27876,3,10,"2023-01-16 07:37:07"
2022,11,ประจวบคีรีขันธ์,4374,34554,4344,33549,1,17,"2023-01-16 07:37:07"
2022,11,ชัยภูมิ,2346,30687,2346,30684,4,22,"2023-01-16 07:37:07"
2022,11,เพชรบุรี,5910,31266,5910,31212,3,9,"2023-01-16 07:37:07"
2022,11,นครปฐม,10875,67599,10875,67599,9,50,"2023-01-16 07:37:07"
2022,11,กาญจนบุรี,6201,36963,6201,36822,11,40,"2023-01-16 07:37:07"
2022,11,เลย,2958,18996,2958,18993,3,20,"2023-01-16 07:37:07"
2022,11,ยโสธร,2607,16287,2607,16278,1,6,"2023-01-16 07:37:07"
2022,11,ลำปาง,2421,11052,2421,11046,0,14,"2023-01-16 07:37:07"
2022,11,น่าน,1299,14472,1299,14463,0,4,"2023-01-16 07:37:07"
2022,11,สกลนคร,3858,19707,3858,19701,4,11,"2023-01-16 07:37:07"
2022,11,นนทบุรี,12441,125916,12441,125853,1,11,"2023-01-16 07:37:07"
2022,11,ปราจีนบุรี,6084,34197,6084,34188,5,24,"2023-01-16 07:37:07"
2022,11,กาฬสินธุ์,4806,31428,4806,31422,6,33,"2023-01-16 07:37:07"
2022,11,อุทัยธานี,1566,9978,1566,9978,0,6,"2023-01-16 07:37:07"
2022,11,จันทบุรี,5148,26913,5142,26874,4,18,"2023-01-16 07:37:07"
2022,11,มหาสารคาม,5052,35337,5052,35316,3,18,"2023-01-16 07:37:07"
2022,11,ตรัง,3210,18834,3210,18813,2,34,"2023-01-16 07:37:07"
2022,11,อ่างทอง,3582,16056,3582,16056,2,9,"2023-01-16 07:37:07"
2022,11,อุดรธานี,5934,35880,5934,35811,6,21,"2023-01-16 07:37:07"
2022,11,แม่ฮ่องสอน,552,3285,552,3285,0,14,"2023-01-16 07:37:07"
2022,11,สุโขทัย,3195,18231,3195,18225,3,10,"2023-01-16 07:37:07"
2022,11,อุบลราชธานี,6036,55257,6036,55203,8,57,"2023-01-16 07:37:07"
2022,11,พังงา,2010,18780,1980,17898,6,28,"2023-01-16 07:37:07"
2022,11,พะเยา,1209,9951,1209,9951,2,7,"2023-01-16 07:37:07"
2022,11,ลำพูน,84,2655,84,2652,0,1,"2023-01-16 07:37:07"
2022,11,กระบี่,3624,23262,3621,22527,15,51,"2023-01-16 07:37:07"
2022,11,สระแก้ว,4212,24315,4077,23361,4,24,"2023-01-16 07:37:07"
2022,11,ยะลา,4428,20469,4428,20463,6,30,"2023-01-16 07:37:07"
2022,11,ศรีสะเกษ,4743,32637,4743,32607,4,39,"2023-01-16 07:37:07"
2022,11,นครราชสีมา,10251,79209,10251,79200,11,63,"2023-01-16 07:37:07"
2022,11,สตูล,5259,16716,5259,16680,5,38,"2023-01-16 07:37:07"
2022,11,ตราด,2370,9903,2349,9591,8,26,"2023-01-16 07:37:07"
2022,11,กำแพงเพชร,3168,22161,3168,22152,10,16,"2023-01-16 07:37:07"
2022,11,อุตรดิตถ์,1212,14535,1212,14532,3,17,"2023-01-16 07:37:07"
2022,11,นครนายก,2055,16644,2055,16644,5,18,"2023-01-16 07:37:07"
2022,12,สตูล,5592,22308,5592,22272,6,44,"2023-01-16 07:37:07"
2022,12,กำแพงเพชร,3855,26016,3855,26007,4,20,"2023-01-16 07:37:07"
2022,12,อุตรดิตถ์,1884,16419,1884,16416,4,21,"2023-01-16 07:37:07"
2022,12,นครนายก,2592,19236,2592,19236,2,20,"2023-01-16 07:37:07"
2022,12,ตราด,3045,12948,3027,12618,4,30,"2023-01-16 07:37:07"
2022,12,สิงห์บุรี,1839,10161,1839,10158,2,12,"2023-01-16 07:37:07"
2022,12,ชัยนาท,450,8427,450,8427,3,4,"2023-01-16 07:37:07"
2022,12,อำนาจเจริญ,1641,9630,1641,9618,1,8,"2023-01-16 07:37:07"
2022,12,พิจิตร,1011,10185,1011,10185,3,12,"2023-01-16 07:37:07"
2022,12,แพร่,1647,13323,1647,13311,5,22,"2023-01-16 07:37:07"
2022,12,ชลบุรี,26805,217017,26727,212985,19,130,"2023-01-16 07:37:07"
2022,12,สมุทรสงคราม,7629,29496,7629,29496,4,13,"2023-01-16 07:37:07"
2022,12,ระยอง,11466,76338,11466,76257,7,39,"2023-01-16 07:37:07"
2022,12,เชียงใหม่,9198,64074,9198,63870,4,70,"2023-01-16 07:37:07"
2022,12,สงขลา,12969,56088,12963,55782,12,51,"2023-01-16 07:37:07"
2022,12,สุราษฎร์ธานี,4617,45111,4608,43290,14,75,"2023-01-16 07:37:07"
2022,12,เชียงราย,591,10518,591,10413,3,41,"2023-01-16 07:37:07"
2022,12,บึงกาฬ,2424,13317,2424,13305,0,4,"2023-01-16 07:37:07"
2022,12,สุพรรณบุรี,9204,55689,9204,55674,7,47,"2023-01-16 07:37:07"
2022,12,ราชบุรี,10362,74784,10362,74781,10,50,"2023-01-16 07:37:07"
2022,12,พัทลุง,9492,43533,9492,43533,13,63,"2023-01-16 07:37:07"
2022,12,ปทุมธานี,8238,83979,8238,83946,19,71,"2023-01-16 07:37:07"
2022,12,ชุมพร,3453,28476,3453,28476,3,39,"2023-01-16 07:37:07"
2022,12,สมุทรสาคร,16983,102687,16983,102684,7,56,"2023-01-16 07:37:07"
2022,12,มุกดาหาร,1368,11079,1368,11073,3,10,"2023-01-16 07:37:07"
2022,12,พิษณุโลก,4059,30540,4059,30540,9,33,"2023-01-16 07:37:07"
2022,12,ไม่ระบุ,0,0,0,0,0,0,"2023-01-16 07:37:07"
2022,12,ร้อยเอ็ด,12537,59478,12537,59466,3,30,"2023-01-16 07:37:07"
2022,12,นครศรีธรรมราช,31005,155346,31005,155343,16,68,"2023-01-16 07:37:07"
2022,12,กรุงเทพมหานคร,68805,554697,68715,550542,73,454,"2023-01-16 07:37:07"
2022,12,ทั้งประเทศ,522873,3868650,521994,3826338,553,3017,"2023-01-16 07:37:07"
2022,12,ระนอง,4500,19662,4467,19506,3,8,"2023-01-16 07:37:07"
2022,12,ฉะเชิงเทรา,11397,66564,11397,66549,5,24,"2023-01-16 07:37:07"
2022,12,นครพนม,1608,16932,1608,16929,2,10,"2023-01-16 07:37:07"
2022,12,ยะลา,3018,23487,3018,23481,8,38,"2023-01-16 07:37:07"
2022,12,สระบุรี,4035,42765,4035,42756,6,32,"2023-01-16 07:37:07"
2022,12,พระนครศรีอยุธยา,7812,67617,7812,67617,6,35,"2023-01-16 07:37:07"
2022,12,สมุทรปราการ,18783,208053,18774,206985,15,92,"2023-01-16 07:37:07"
2022,12,หนองบัวลำภู,2049,17691,2049,17691,4,7,"2023-01-16 07:37:07"
2022,12,สุรินทร์,6423,48873,6423,48819,7,28,"2023-01-16 07:37:07"
2022,12,นครสวรรค์,5913,35598,5913,35577,5,26,"2023-01-16 07:37:07"
2022,12,นราธิวาส,2448,18282,2448,18255,3,16,"2023-01-16 07:37:07"
2022,12,ปัตตานี,3240,27096,3234,27060,15,49,"2023-01-16 07:37:07"
2022,12,สระแก้ว,5385,29700,5307,28668,4,28,"2023-01-16 07:37:07"
2022,12,นครราชสีมา,9102,88311,9102,88302,11,74,"2023-01-16 07:37:07"
2022,12,กระบี่,3621,26883,3612,26139,10,61,"2023-01-16 07:37:07"
2022,12,ลพบุรี,2646,31413,2646,31401,15,56,"2023-01-16 07:37:07"
2022,12,ศรีสะเกษ,5904,38541,5904,38511,8,47,"2023-01-16 07:37:07"
2022,12,ลำพูน,96,2751,96,2748,0,1,"2023-01-16 07:37:07"
2022,12,ลำปาง,2199,13251,2199,13245,3,17,"2023-01-16 07:37:07"
2022,12,น่าน,2433,16905,2433,16896,3,7,"2023-01-16 07:37:07"
2022,12,สกลนคร,4479,24186,4479,24180,3,14,"2023-01-16 07:37:07"
2022,12,กาญจนบุรี,5469,42432,5469,42291,12,52,"2023-01-16 07:37:07"
2022,12,เลย,3177,22173,3177,22170,1,21,"2023-01-16 07:37:07"
2022,12,นนทบุรี,11568,137484,11568,137421,1,12,"2023-01-16 07:37:07"
2022,12,ยโสธร,2667,18954,2667,18945,3,9,"2023-01-16 07:37:07"
2022,12,ตาก,3333,23331,3297,23073,1,39,"2023-01-16 07:37:07"
2022,12,ขอนแก่น,9177,76305,9177,76242,9,39,"2023-01-16 07:37:07"
2022,12,บุรีรัมย์,11340,73512,11340,73494,5,35,"2023-01-16 07:37:07"
2022,12,เพชรบูรณ์,2259,22152,2259,22143,9,25,"2023-01-16 07:37:07"
2022,12,ภูเก็ต,6606,135291,6174,110250,13,88,"2023-01-16 07:37:07"
2022,12,นครปฐม,10938,78537,10938,78537,11,61,"2023-01-16 07:37:07"
2022,12,ชัยภูมิ,2718,33405,2718,33402,3,25,"2023-01-16 07:37:07"
2022,12,เพชรบุรี,7437,38703,7428,38640,7,16,"2023-01-16 07:37:07"
2022,12,ประจวบคีรีขันธ์,6681,41235,6651,40200,10,27,"2023-01-16 07:37:07"
2022,12,หนองคาย,3969,31866,3957,31833,4,14,"2023-01-16 07:37:07"
2022,12,พะเยา,1266,11217,1266,11217,1,8,"2023-01-16 07:37:07"
2022,12,อุดรธานี,7164,43044,7164,42975,7,28,"2023-01-16 07:37:07"
2022,12,สุโขทัย,3738,21969,3738,21963,3,13,"2023-01-16 07:37:07"
2022,12,พังงา,1965,20745,1944,19842,0,28,"2023-01-16 07:37:07"
2022,12,อุบลราชธานี,6798,62055,6798,62001,15,72,"2023-01-16 07:37:07"
2022,12,แม่ฮ่องสอน,789,4074,789,4074,4,18,"2023-01-16 07:37:07"
2022,12,อ่างทอง,4533,20589,4533,20589,5,14,"2023-01-16 07:37:07"
2022,12,กาฬสินธุ์,5619,37047,5619,37041,6,39,"2023-01-16 07:37:07"
2022,12,จันทบุรี,5160,32073,5157,32031,5,23,"2023-01-16 07:37:07"
2022,12,มหาสารคาม,5400,40737,5400,40716,9,27,"2023-01-16 07:37:07"
2022,12,ปราจีนบุรี,5772,39969,5772,39960,4,28,"2023-01-16 07:37:07"
2022,12,ตรัง,3777,22611,3777,22590,7,41,"2023-01-16 07:37:07"
2022,12,อุทัยธานี,1701,11679,1701,11679,2,8,"2023-01-16 07:37:07"
2022,13,ตรัง,2388,24999,2388,24978,4,45,"2023-01-16 07:37:07"
2022,13,มหาสารคาม,5268,46005,5268,45984,3,30,"2023-01-16 07:37:07"
2022,13,จันทบุรี,5547,37620,5547,37578,3,26,"2023-01-16 07:37:07"
2022,13,ปราจีนบุรี,6777,46746,6777,46737,5,33,"2023-01-16 07:37:07"
2022,13,อุทัยธานี,2310,13989,2310,13989,2,10,"2023-01-16 07:37:07"
2022,13,กาฬสินธุ์,5211,42258,5211,42252,7,46,"2023-01-16 07:37:07"
2022,13,ยะลา,1992,25479,1989,25470,9,47,"2023-01-16 07:37:07"
2022,13,สระบุรี,4260,47025,4260,47016,10,42,"2023-01-16 07:37:07"
2022,13,พระนครศรีอยุธยา,10977,78594,10977,78594,11,46,"2023-01-16 07:37:07"
2022,13,เชียงราย,627,11145,627,11040,11,52,"2023-01-16 07:37:07"
2022,13,เชียงใหม่,8460,72534,8460,72330,7,77,"2023-01-16 07:37:07"
2022,13,สงขลา,15342,71430,15339,71121,9,60,"2023-01-16 07:37:07"
2022,13,ระยอง,12180,88518,12180,88437,11,50,"2023-01-16 07:37:07"
2022,13,บึงกาฬ,2814,16131,2814,16119,0,4,"2023-01-16 07:37:07"
2022,13,สุราษฎร์ธานี,3519,48630,3519,46809,9,84,"2023-01-16 07:37:07"
2022,13,สิงห์บุรี,2430,12591,2430,12588,2,14,"2023-01-16 07:37:07"
2022,13,ตราด,3405,16353,3396,16014,11,41,"2023-01-16 07:37:07"
2022,13,สตูล,3690,25998,3687,25959,7,51,"2023-01-16 07:37:07"
2022,13,นครนายก,3597,22833,3597,22833,2,22,"2023-01-16 07:37:07"
2022,13,อุตรดิตถ์,1089,17508,1089,17505,4,25,"2023-01-16 07:37:07"
2022,13,กำแพงเพชร,5151,31167,5151,31158,6,26,"2023-01-16 07:37:07"
2022,13,ชลบุรี,28155,245172,27984,240969,19,149,"2023-01-16 07:37:07"
2022,13,แพร่,1926,15249,1926,15237,3,25,"2023-01-16 07:37:07"
2022,13,อำนาจเจริญ,1620,11250,1620,11238,7,15,"2023-01-16 07:37:07"
2022,13,พิจิตร,1101,11286,1101,11286,4,16,"2023-01-16 07:37:07"
2022,13,สมุทรสงคราม,4404,33900,4404,33900,8,21,"2023-01-16 07:37:07"
2022,13,ชัยนาท,648,9075,648,9075,0,4,"2023-01-16 07:37:07"
2022,13,กรุงเทพมหานคร,69645,624342,69393,619935,65,519,"2023-01-16 07:37:07"
2022,13,ฉะเชิงเทรา,12714,79278,12714,79263,5,29,"2023-01-16 07:37:07"
2022,13,นครพนม,1914,18846,1914,18843,1,11,"2023-01-16 07:37:07"
2022,13,ระนอง,3816,23478,3816,23322,4,12,"2023-01-16 07:37:07"
2022,13,ทั้งประเทศ,544473,4413123,543393,4369731,603,3620,"2023-01-16 07:37:07"
2022,13,ราชบุรี,12102,86886,12102,86883,17,67,"2023-01-16 07:37:07"
2022,13,พัทลุง,7989,51522,7989,51522,16,79,"2023-01-16 07:37:07"
2022,13,สุพรรณบุรี,9387,65076,9387,65061,6,53,"2023-01-16 07:37:07"
2022,13,ชุมพร,3528,32004,3528,32004,4,43,"2023-01-16 07:37:07"
2022,13,ลพบุรี,2595,34008,2595,33996,19,75,"2023-01-16 07:37:07"
2022,13,ปทุมธานี,7536,91515,7536,91482,9,80,"2023-01-16 07:37:07"
2022,13,สมุทรสาคร,18234,120921,18234,120918,23,79,"2023-01-16 07:37:07"
2022,13,พิษณุโลก,4992,35532,4992,35532,4,37,"2023-01-16 07:37:07"
2022,13,ร้อยเอ็ด,10935,70413,10935,70401,19,49,"2023-01-16 07:37:07"
2022,13,มุกดาหาร,1746,12825,1746,12819,1,11,"2023-01-16 07:37:07"
2022,13,นครศรีธรรมราช,25317,180663,25317,180660,20,88,"2023-01-16 07:37:07"
2022,13,ไม่ระบุ,0,0,0,0,0,0,"2023-01-16 07:37:07"
2022,13,อุดรธานี,8610,51654,8610,51585,6,34,"2023-01-16 07:37:07"
2022,13,แม่ฮ่องสอน,1044,5118,1044,5118,0,18,"2023-01-16 07:37:07"
2022,13,สุโขทัย,4422,26391,4422,26385,9,22,"2023-01-16 07:37:07"
2022,13,พังงา,1917,22662,1881,21723,1,29,"2023-01-16 07:37:07"
2022,13,พะเยา,1185,12402,1185,12402,7,15,"2023-01-16 07:37:07"
2022,13,อุบลราชธานี,8559,70614,8559,70560,17,89,"2023-01-16 07:37:07"
2022,13,นนทบุรี,13659,151143,13659,151080,1,13,"2023-01-16 07:37:07"
2022,13,ยโสธร,2595,21549,2595,21540,4,13,"2023-01-16 07:37:07"
2022,13,ลำปาง,3297,16548,3297,16542,4,21,"2023-01-16 07:37:07"
2022,13,กาญจนบุรี,7743,50175,7734,50025,9,61,"2023-01-16 07:37:07"
2022,13,สกลนคร,5874,30060,5874,30054,7,21,"2023-01-16 07:37:07"
2022,13,เลย,4509,26682,4509,26679,2,23,"2023-01-16 07:37:07"
2022,13,นราธิวาส,1860,20142,1860,20115,2,18,"2023-01-16 07:37:07"
2022,13,สมุทรปราการ,18762,226815,18762,225747,26,118,"2023-01-16 07:37:07"
2022,13,ปัตตานี,1908,29004,1902,28962,9,58,"2023-01-16 07:37:07"
2022,13,สุรินทร์,6438,55311,6438,55257,6,34,"2023-01-16 07:37:07"
2022,13,หนองบัวลำภู,2034,19725,2034,19725,1,8,"2023-01-16 07:37:07"
2022,13,นครสวรรค์,7119,42717,7119,42696,8,34,"2023-01-16 07:37:07"
2022,13,นครราชสีมา,10179,98490,10179,98481,5,79,"2023-01-16 07:37:07"
2022,13,ศรีสะเกษ,7230,45771,7230,45741,15,62,"2023-01-16 07:37:07"
2022,13,กระบี่,3252,30135,3252,29391,7,68,"2023-01-16 07:37:07"
2022,13,สระแก้ว,6021,35721,5862,34530,11,39,"2023-01-16 07:37:07"
2022,13,ลำพูน,39,2790,39,2787,0,1,"2023-01-16 07:37:07"
2022,13,ชัยภูมิ,3294,36699,3294,36696,2,27,"2023-01-16 07:37:07"
2022,13,เพชรบุรี,4554,43257,4554,43194,5,21,"2023-01-16 07:37:07"
2022,13,น่าน,3228,20133,3228,20124,1,8,"2023-01-16 07:37:07"
2022,13,หนองคาย,6366,38232,6366,38199,6,20,"2023-01-16 07:37:07"
2022,13,ประจวบคีรีขันธ์,7440,48675,7437,47637,6,33,"2023-01-16 07:37:07"
2022,13,นครปฐม,12594,91131,12594,91131,12,73,"2023-01-16 07:37:07"
2022,13,ภูเก็ต,5517,140808,5124,115374,4,92,"2023-01-16 07:37:07"
2022,13,ขอนแก่น,12606,88911,12603,88845,2,41,"2023-01-16 07:37:07"
2022,13,อ่างทอง,6267,26856,6267,26856,2,16,"2023-01-16 07:37:07"
2022,13,ตาก,3408,26739,3378,26451,8,47,"2023-01-16 07:37:07"
2022,13,เพชรบูรณ์,2043,24195,2043,24186,3,28,"2023-01-16 07:37:07"
2022,13,บุรีรัมย์,11562,85074,11562,85056,8,43,"2023-01-16 07:37:07"
2022,14,อ่างทอง,1608,28464,1608,28464,0,16,"2023-01-16 07:37:07"
2022,14,ขอนแก่น,5109,94020,5109,93954,0,41,"2023-01-16 07:37:07"
2022,14,บุรีรัมย์,4230,89304,4230,89286,3,46,"2023-01-16 07:37:07"
2022,14,ตาก,729,27468,711,27162,1,48,"2023-01-16 07:37:07"
2022,14,ภูเก็ต,1593,142401,1449,116823,1,93,"2023-01-16 07:37:07"
2022,14,เพชรบูรณ์,765,24960,765,24951,2,30,"2023-01-16 07:37:07"
2022,14,พัทลุง,2193,53715,2193,53715,9,88,"2023-01-16 07:37:07"
2022,14,ปทุมธานี,2760,94275,2760,94242,3,83,"2023-01-16 07:37:07"
2022,14,ชุมพร,813,32817,813,32817,2,45,"2023-01-16 07:37:07"
2022,14,ราชบุรี,3987,90873,3987,90870,3,70,"2023-01-16 07:37:07"
2022,14,ลพบุรี,945,34953,945,34941,14,89,"2023-01-16 07:37:07"
2022,14,สุพรรณบุรี,3108,68184,3108,68169,7,60,"2023-01-16 07:37:07"
2022,14,สิงห์บุรี,798,13389,798,13386,2,16,"2023-01-16 07:37:07"
2022,14,ระยอง,4197,92715,4197,92634,10,60,"2023-01-16 07:37:07"
2022,14,เชียงราย,174,11319,174,11214,2,54,"2023-01-16 07:37:07"
2022,14,เชียงใหม่,2889,75423,2889,75219,9,86,"2023-01-16 07:37:07"
2022,14,พะเยา,315,12717,315,12717,1,16,"2023-01-16 07:37:07"
2022,14,บึงกาฬ,930,17061,930,17049,0,4,"2023-01-16 07:37:07"
2022,14,สงขลา,3969,75399,3963,75084,7,67,"2023-01-16 07:37:07"
2022,14,กาฬสินธุ์,1617,43875,1617,43869,5,51,"2023-01-16 07:37:07"
2022,14,จันทบุรี,1788,39408,1788,39366,0,26,"2023-01-16 07:37:07"
2022,14,ปราจีนบุรี,2649,49395,2649,49386,2,35,"2023-01-16 07:37:07"
2022,14,อุทัยธานี,870,14859,870,14859,0,10,"2023-01-16 07:37:07"
2022,14,ตรัง,630,25629,630,25608,2,47,"2023-01-16 07:37:07"
2022,14,มหาสารคาม,3000,49005,3000,48984,2,32,"2023-01-16 07:37:07"
2022,14,พระนครศรีอยุธยา,3006,81600,3006,81600,3,49,"2023-01-16 07:37:07"
2022,14,สระบุรี,861,47886,861,47877,6,48,"2023-01-16 07:37:07"
2022,14,กรุงเทพมหานคร,28512,652854,28464,648399,43,562,"2023-01-16 07:37:07"
2022,14,ระนอง,1035,24513,1026,24348,1,13,"2023-01-16 07:37:07"
2022,14,สุราษฎร์ธานี,1008,49638,1008,47817,5,89,"2023-01-16 07:37:07"
2022,14,ทั้งประเทศ,183060,4596183,182742,4552473,285,3905,"2023-01-16 07:37:07"
2022,14,ฉะเชิงเทรา,4080,83358,4080,83343,2,31,"2023-01-16 07:37:07"
2022,14,นครพนม,1062,19908,1062,19905,0,11,"2023-01-16 07:37:07"
2022,14,กำแพงเพชร,1935,33102,1935,33093,5,31,"2023-01-16 07:37:07"
2022,14,สตูล,792,26790,792,26751,2,53,"2023-01-16 07:37:07"
2022,14,อุตรดิตถ์,240,17748,240,17745,1,26,"2023-01-16 07:37:07"
2022,14,ตราด,873,17226,873,16887,5,46,"2023-01-16 07:37:07"
2022,14,นครนายก,978,23811,978,23811,1,23,"2023-01-16 07:37:07"
2022,14,อำนาจเจริญ,639,11889,639,11877,0,15,"2023-01-16 07:37:07"
2022,14,พิจิตร,441,11727,441,11727,3,19,"2023-01-16 07:37:07"
2022,14,ชัยนาท,213,9288,213,9288,0,4,"2023-01-16 07:37:07"
2022,14,สมุทรสงคราม,573,34473,573,34473,1,22,"2023-01-16 07:37:07"
2022,14,แพร่,774,16023,774,16011,0,25,"2023-01-16 07:37:07"
2022,14,ชลบุรี,8973,254145,8937,249906,14,163,"2023-01-16 07:37:07"
2022,14,นครปฐม,3906,95037,3906,95037,4,77,"2023-01-16 07:37:07"
2022,14,เพชรบุรี,1269,44526,1269,44463,3,24,"2023-01-16 07:37:07"
2022,14,น่าน,1053,21186,1053,21177,0,8,"2023-01-16 07:37:07"
2022,14,ประจวบคีรีขันธ์,2559,51234,2559,50196,1,34,"2023-01-16 07:37:07"
2022,14,หนองคาย,2433,40665,2415,40614,0,20,"2023-01-16 07:37:07"
2022,14,ชัยภูมิ,1383,38082,1383,38079,5,32,"2023-01-16 07:37:07"
2022,14,ยโสธร,1179,22728,1179,22719,2,15,"2023-01-16 07:37:07"
2022,14,สกลนคร,1854,31914,1854,31908,5,26,"2023-01-16 07:37:07"
2022,14,กาญจนบุรี,2466,52641,2466,52491,1,62,"2023-01-16 07:37:07"
2022,14,นนทบุรี,6027,157170,6027,157107,1,14,"2023-01-16 07:37:07"
2022,14,ลำปาง,990,17538,990,17532,1,22,"2023-01-16 07:37:07"
2022,14,เลย,1332,28014,1332,28011,1,24,"2023-01-16 07:37:07"
2022,14,ไม่ระบุ,0,0,0,0,0,0,"2023-01-16 07:37:07"
2022,14,ร้อยเอ็ด,4122,74535,4122,74523,5,54,"2023-01-16 07:37:07"
2022,14,มุกดาหาร,579,13404,579,13398,0,11,"2023-01-16 07:37:07"
2022,14,นครศรีธรรมราช,6018,186681,6018,186678,3,91,"2023-01-16 07:37:07"
2022,14,พิษณุโลก,1929,37461,1929,37461,6,43,"2023-01-16 07:37:07"
2022,14,สมุทรสาคร,5586,126507,5586,126504,4,83,"2023-01-16 07:37:07"
2022,14,สุโขทัย,1521,27912,1521,27906,12,34,"2023-01-16 07:37:07"
2022,14,อุบลราชธานี,2658,73272,2658,73218,7,96,"2023-01-16 07:37:07"
2022,14,พังงา,654,23316,639,22362,0,29,"2023-01-16 07:37:07"
2022,14,แม่ฮ่องสอน,237,5355,237,5355,0,18,"2023-01-16 07:37:07"
2022,14,อุดรธานี,3195,54849,3195,54780,3,37,"2023-01-16 07:37:07"
2022,14,ลำพูน,12,2802,12,2799,0,1,"2023-01-16 07:37:07"
2022,14,ยะลา,450,25929,450,25920,2,49,"2023-01-16 07:37:07"
2022,14,สระแก้ว,1656,37377,1635,36165,3,42,"2023-01-16 07:37:07"
2022,14,ศรีสะเกษ,3204,48975,3204,48945,9,71,"2023-01-16 07:37:07"
2022,14,นครราชสีมา,3408,101898,3408,101889,0,79,"2023-01-16 07:37:07"
2022,14,กระบี่,948,31083,945,30336,3,71,"2023-01-16 07:37:07"
2022,14,ปัตตานี,492,29496,492,29454,3,61,"2023-01-16 07:37:07"
2022,14,นครสวรรค์,2676,45393,2676,45372,1,35,"2023-01-16 07:37:07"
